lyrics,artist
"When I close my eyes, I'm going out of my head",beyonce
"Lost in a fairytale, can you hold my hands and be my guid",beyonce
Clouds filled with stars cover your skies,beyonce
And I hope it rains; you're the perfect lullaby,beyonce
What kind of dream is this?,beyonce
You could be a sweet dream or a beautiful nightmare,beyonce
"Either way I, don't wanna wake up from you",beyonce
(Turn the lights on),beyonce
Sweet dream or a beautiful nightmare,beyonce
"Somebody pinch me, your love's too good to be true",beyonce
(Turn the lights on),beyonce
"My guilty pleasure, I ain't going nowhere",beyonce
"Baby, 'long as you're here, I'll be floating on air",beyonce
'Cause you're mine,beyonce
You can be a sweet dream or a beautiful nightmare,beyonce
"Either way I, don't wanna wake up from you",beyonce
(Turn the lights on),beyonce
I mention you when I say my prayers,beyonce
I wrap you around all of my thoughts,beyonce
"Boy, you're my temporary high",beyonce
I wish that when I wake up you're there,beyonce
To wrap your arms around me for real,beyonce
And tell me you'll stay by my side,beyonce
Clouds filled with stars cover the skies (Cover the skies,beyonce
And I hope it rains; you're the perfect lullaby,beyonce
What kind of dream is this?,beyonce
You could be a sweet dream or a beautiful nightmare,beyonce
"Either way I, don't wanna wake up from you",beyonce
(Turn the lights on),beyonce
Sweet dream or a beautiful nightmare,beyonce
"Somebody pinch me, your love's too good to be true",beyonce
(Turn the lights on),beyonce
"My guilty pleasure, I ain't going nowhere",beyonce
"Baby, 'long as you're here, I'll be floating on air",beyonce
'Cause you're mine,beyonce
You can be a sweet dream or a beautiful nightmare,beyonce
"Either way I, don't wanna wake up from you",beyonce
(Turn the lights on),beyonce
Tattoo your name across my heart,beyonce
So it will remain,beyonce
Not even death could make us part,beyonce
What kind of dream is this?,beyonce
You could be a sweet dream or a beautiful nightmare,beyonce
"Either way I, don't wanna wake up from you",beyonce
(Turn the lights on),beyonce
Sweet dream or a beautiful nightmare,beyonce
"Somebody pinch me, your love's too good to be true",beyonce
(Turn the lights on),beyonce
"My guilty pleasure, I ain't going nowhere",beyonce
"Baby, 'long as you're here, I'll be floating on air",beyonce
'Cause you're mine,beyonce
You can be a sweet dream or a beautiful nightmare,beyonce
"Either way I, don't wanna wake up from you",beyonce
(Turn the lights on),beyonce
"Either way I, don't wanna wake up from you",beyonce
<|endoftext|>,beyonce
"I'm a-a diva (hey), I'm a, I'm a-a diva (hey)",beyonce
"I'm a, I'm a-a diva (hey), I'm a, I'm a-a diva",beyonce
"I'm a, I'm a-a diva (hey), I'm a, I'm a a diva",beyonce
"I'm a, I'm a a diva (hey), I'm a, I'm a a di...",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"Stop the track, lemme state facts",beyonce
"I told you, gimme a minute and I'll be right back",beyonce
Fifty million 'round the world and they say that I couldn,beyonce
"I done got so sick and filthy with Benjis, I can't spend",beyonce
How you gon' be talkin' shit? You act like I just got up,beyonce
Been the number one diva in this game for a minute,beyonce
I know you read the paper - the one that they call the Qu,beyonce
Every radio 'round the world know me 'cause that's where,beyonce
"I'm a-a diva (hey), I'm a, I'm a-a diva (hey)",beyonce
"I'm a, I'm a-a diva (hey), I'm a, I'm a-a diva",beyonce
"I'm a, I'm a-a diva (hey), I'm a, I'm a a diva",beyonce
"I'm a, I'm a a diva (hey), I'm a, I'm a a di...",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"When he pull up, wanna pop my hood up",beyonce
Bet he better have a six-pack in the cooler,beyonce
"Gettin' money, diva's gettin' money",beyonce
"If you ain't gettin' money, then you ain't got nothin' fo",beyonce
"Tell me somethin', (Tell me somethin')",beyonce
Where yo boss at (Where yo' boss at?),beyonce
Where my ladies up in here that like to talk back? (That,beyonce
I wanna see her (I wanna see her),beyonce
I'd like to meet ya (I'd like to meet her),beyonce
What you say? (Not to me),beyonce
She ain't no diva (She ain't no diva)...,beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"Since 15 in my stilettos, been struttin' in this game",beyonce
"""What's yo age?"" was the question they ask when I hit the",beyonce
"I'm a diva, best believe her, you see how she gettin' pai",beyonce
"She ain't callin' him to greet her, don't need him, her b",beyonce
"This is a stick-up, stick-up (I need them bags, all that",beyonce
"We're gonna stick-up, stick-up (You see them ask, ""Where",beyonce
"All my ladies get it up, I see you, I do the same;",beyonce
"Take it to another level, no passengers on my plane",beyonce
"I'm a, I'm a-a diva (hey), I'm a, I'm a a diva",beyonce
"I'm a, I'm a a diva (hey), I'm a, I'm a a di...",beyonce
"This is a stick-up, stick-up (I need them bags, all that",beyonce
"Stick-up, stick-up (You see the mask, ""Where that money?""",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"Na-na-na, diva is a female version of a hustla, of a hust",beyonce
"I'm a, I'm a-a diva, I'm a, I'm a-a diva, I'm a, I'm a-a",beyonce
(Hey),beyonce
<|endoftext|>,beyonce
If you feel insignificant,beyonce
You better think again,beyonce
Better wake up because,beyonce
You're part of something way bigger,beyonce
You're part of something way bigger,beyonce
Not just a speck in the universe,beyonce
Not just some words in a bible verse,beyonce
You are the living word,beyonce
"Ah, you're part of something way bigger",beyonce
Bigger than you‚ bigger than we,beyonce
Bigger than the picture they framed us to see,beyonce
But now we see it,beyonce
And it ain't no secret‚ no,beyonce
Understand that truth about that question in your soul,beyonce
"Look up‚ don't look down, then watch the answers unfold",beyonce
"Life is your birthright, they hid that in the fine print",beyonce
Uh‚ take the pen and rewrite it,beyonce
Step out your estimate,beyonce
Step in your essence and know that you're excellent,beyonce
"Rise (Rise), the spirit is teachin'",beyonce
"No, I'm not just preachin'‚ I'm takin' my own advice",beyonce
Let Mama let you know (Let you know),beyonce
Mama's still tryin',beyonce
I can't get no days off,beyonce
I don't get no days off,beyonce
"Truly, I'm feelin' it",beyonce
I had to say that thing twice (Twice),beyonce
Tryin' to be a good wife,beyonce
"Still really hard, I can't lie",beyonce
"But I promised you I would fight, so I fight",beyonce
If you're feelin' frustrated and (Oh),beyonce
"You're sinkin', I'm jumpin' in (Oh)",beyonce
Forgiveness is key because,beyonce
We're fightin' something way bigger,beyonce
"You'll never lose, we are winners",beyonce
"I'll be the roots, you'll be the tree",beyonce
Pass on the fruit that was given to me,beyonce
"Legacy, ah",beyonce
We're part of something way bigger,beyonce
(Yeah) Bigger,beyonce
You're part of something way bigger,beyonce
"Bigger than you, bigger than we",beyonce
Bigger than the picture they framed us to see,beyonce
"Legacy, oh",beyonce
You're part of something way bigger,beyonce
Let love be the water,beyonce
I pour into you and you pour into me,beyonce
There ain't no drought here,beyonce
Bloom into our actual powers,beyonce
I'll be your sanctuary,beyonce
You just don't know it yet,beyonce
You just don't know it yet,beyonce
No matter how hard it gets,beyonce
You got my blood in ya,beyonce
And you're gonna rise,beyonce
You're part of something way bigger,beyonce
You're part of something way bigger,beyonce
"Bigger than you, bigger than me",beyonce
"Bigger than the picture they paint us to be, yeah",beyonce
"Ooh, ooh, ooh",beyonce
You're part of something way bigger,beyonce
Understand that truth about that question in your soul (B,beyonce
"Look up, don't look down, then watch the answers unfold (",beyonce
"Life is your birthright, they hid that in the fine print",beyonce
Take the pen and rewrite it,beyonce
Step out your estimate,beyonce
Step in your essence and know that you're excellent,beyonce
"Rise, the spirit is teachin'",beyonce
"No, I'm not just preachin', I'm takin' my own advice",beyonce
If you feel insignificant,beyonce
You better think again,beyonce
Better wake up because,beyonce
You're part of something way bigger,beyonce
You're part of something way bigger,beyonce
"I'll be the roots, you'll be the tree",beyonce
Pass on the fruit that was given to me,beyonce
"Legacy, ah",beyonce
We're part of something way bigger,beyonce
<|endoftext|>,beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power",beyonce
"They feel a way, oh wow (Boma, boma yé)",beyonce
"They feel a way, oh wow (Boma, boma yé)",beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power",beyonce
"They feel a way, oh wow (Boma, boma yé)",beyonce
"They feel a way, oh wow (Boma, boma yé)",beyonce
I was always in the lead,beyonce
Who you wanna be? I'm who they wanna be,beyonce
"B-E-A-U-T-Y-E, never seen so much rage from a queen",beyonce
"Rage from a queen, queen so strong, thought she was a mac",beyonce
"Girl of your dreams, Synclaire, Regine",beyonce
"Turned to the max, can't forget Maxine",beyonce
"Refer to me as a goddess, I'm tired of being modest",beyonce
"A hundred degrees, the hottest, if we being honest",beyonce
"Ebony and ebonics, black people win",beyonce
"They say we bein' demonic, angel in disguise",beyonce
"I hate I have to disguise it, why you gotta despise it?",beyonce
"Rich in the mind, that's why I'm making deposits",beyonce
"Carry all the power, it's time to realize it",beyonce
"(They'll never, ever take my power)",beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power",beyonce
"They feel a way, oh wow",beyonce
"They feel a way, oh wow",beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power",beyonce
"They feel a way (Hold up), oh wow (Boma, boma yé, wow, wo",beyonce
"They feel a way (Woo), oh wow (Boma, boma yé, wow, wow, w",beyonce
"This that rhythm, this that lightning",beyonce
"This that burn, this ain't no perm",beyonce
"This that nappy, this that herb",beyonce
"This that kinfolk, this that skinfolk",beyonce
"This that war, this that bloodline",beyonce
"On the frontline, ready for war",beyonce
Where you gon' run?,beyonce
"I'ma get loose, get loose, get low, get low",beyonce
"Oh yeah, get loose, get loose, get low, get low",beyonce
"Oh-oh-oh, gotta protect my grace",beyonce
Keep it locked in the safe,beyonce
Don't make me get back to my ways,beyonce
"My power, they'll never take",beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power",beyonce
"They feel a way, oh wow (Wow, wow, wow, wow)",beyonce
"They feel a way (Woo), oh wow (Wow, wow)",beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power (Power), my power, my power",beyonce
"They feel a way, oh wow (Wow, wow)",beyonce
"They feel a way, oh wow (Wow, wow)",beyonce
Woza,beyonce
Vumani bo! (Siyavuma!),beyonce
Selingenile ikumkani,beyonce
Ningangabazi amandla am,beyonce
Ngizogobisa abanenkani,beyonce
Thulani bo! (Seng'hleli),beyonce
Selivukile idimoni lami,beyonce
Nibabuzile abaziyo ngami,beyonce
There will be peace when I'm done,beyonce
Jongani bo (Siyabona),beyonce
Ndim' ne-Skeem Sami,beyonce
Sizilethile izikhali,beyonce
La amagwala awahlangani,beyonce
Hlalani bo! (Ibamb'umthetho),beyonce
Niyayibon' iyinkinga lento,beyonce
"Soyilungisa, themba mina",beyonce
Qoqa amaqhawe soyiqeda manje!,beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power",beyonce
"They feel a way (Ayy), oh wow (Wow, wow)",beyonce
"They feel a way (Ayy), oh wow (Wow, wow)",beyonce
"They'll never take my power, my power, my power",beyonce
"They'll never take my power, my power, my power (Ayy)",beyonce
"They feel a way (Ayy), oh wow (Wow, wow)",beyonce
"They feel a way (Ayy), oh wow (Wow, wow)",beyonce
Woza,beyonce
You no fit to touch am O,beyonce
"Oh, la la",beyonce
"You no fit to touch am O (Woza, woza)",beyonce
"(I think that means let's go, so woza)",beyonce
"Boom, boom, check you later",beyonce
I roll with the danger,beyonce
"Andoyiki, nenja",beyonce
Mina ndiyi-Ninja,beyonce
"Boom, boom, check you later",beyonce
I roll with the danger,beyonce
"Andoyiki, nenja",beyonce
Mina ndiyi-Ninja,beyonce
Woza,beyonce
<|endoftext|>,beyonce
Certified quality,beyonce
A dat di gyaldem need and dem cry fi everyday without apo,beyonce
"Buck dem di right way, dat a my policy",beyonce
Sean da Paul 'longside Beyoncé,beyonce
Now hear what di man seh,beyonce
"Dis a dutty yeah, dutty yo",beyonce
"Dutty yeah, dutty yo",beyonce
"Beyoncé, sing it now, ya",beyonce
"Baby boy, you stay on my mind",beyonce
"Fulfill my fantasies (Come on, girl, tell me how you feel",beyonce
I think about you all the time,beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"Baby boy, not a day goes by",beyonce
"Without my fantasies (Come on, girl, tell me what's the d",beyonce
I think about you all the time,beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"Ahh, oh, my baby's fly, baby, oh (Yeah, yeah)",beyonce
"Yes, no, hurt me so good, baby, oh (This hot)",beyonce
"I'm so wrapped up in your love, let me go (Uh, yo)",beyonce
"Let me breathe, stay out my fantasies (Yo, yo, yo, yo, al",beyonce
"Well woman a ready fi gimme di ting, deh ready fi really",beyonce
Tellin' mi all about di tings weh you ah fantasize,beyonce
"I know yuh dig di way mi step, di way mi mek mi stride",beyonce
"Follow yuh feelings, baby girl, because they cannot be de",beyonce
Come get mi inna di night and mek wi get it damplified,beyonce
"I nuh quick fi run di ship, mi nah go slip, mi nah go sli",beyonce
In odda words yuh love I got to get well certified,beyonce
"Fi give yuh di tuffest longest type of ride, girl",beyonce
"Baby boy, you stay on my mind",beyonce
"Fulfill my fantasies (Fulfill my fantasies, come on, girl",beyonce
I think about you all the time (Oh),beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"Baby boy, not a day goes by",beyonce
"Without my fantasies (By, by, by, by, come on, girl, tell",beyonce
I think about you all the time,beyonce
"I see you in my dreams (See you in my dreams; oh, yuh don",beyonce
Picture us dancin' real close,beyonce
"In a dark, dark corner of a basement party (Oh, na, na, n",beyonce
Every time I close my eyes,beyonce
"It's like everyone left, but you and me (Oh, na, na, na)",beyonce
"In our own little world, the music is the sun",beyonce
"The dancefloor becomes the sea (A wi done, girl)",beyonce
"Feels like true paradise to me, yeah (Introverted, oh, na",beyonce
"Baby boy, you stay on my mind",beyonce
"Fulfill my fantasies (Come on, girl, tell me how you feel",beyonce
I think about you all the time,beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"Baby boy, not a day goes by",beyonce
"Without my fantasies (By, by, by, by, come on, girl, tell",beyonce
I think about you all the time (Oh),beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"Baby boy, you stay on my mind (Yo, yo, B)",beyonce
"Baby boy, you are so damn fine (Yeah, yeah, girl)",beyonce
"Baby boy, won't you be mine? (Yo, yo, B)",beyonce
"Baby boy, let's conceive an angel",beyonce
"Baby boy, you stay on my mind (Yo, yo, B, oh)",beyonce
"Baby boy, you are so damn fine (Yeah, yeah, girl, oh)",beyonce
"Baby boy, won't you be mine? (Yo, yo, B, oh)",beyonce
"Baby boy, let's conceive an angel",beyonce
"Di world is a drop top, girl",beyonce
"Mi and yuh together is a wrap, dat, girl",beyonce
"Drive 'round di town inna yuh drop top, girl, yuh nuh sto",beyonce
Likkle more di Dutty waan rock dat world,beyonce
"It's a drop top, girl",beyonce
"Mi and yuh together is a wrap, dat, girl",beyonce
"Drive 'round di town inna yuh drop top, girl, yuh nuh sto",beyonce
Likkle more di Dutty waan rock dat world,beyonce
"(Oh, na, na, na) Baby boy, you stay on my mind",beyonce
"Fulfill my fantasies (Come on, girl, tell me how you feel",beyonce
I think about you all the time,beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"Baby boy, not a day goes by",beyonce
"Without my fantasies (Oh, na, na, na, come on, girl, tell",beyonce
I think about you all the time,beyonce
I see you in my dreams (See you in my dreams; yuh done kn,beyonce
"B stepping in hotter this year (Hotter, hotter under ya)",beyonce
"B stepping in hotter this year (Hotter, hotter under ya)",beyonce
I know you gon' like it,beyonce
I know you gon' like it,beyonce
"I'm stepping up hotter this year (Hotter, hotter under ya",beyonce
"I'm stepping up hotter this year (Hotter, hotter under ya",beyonce
So don't you fight it,beyonce
So don't you fight it,beyonce
<|endoftext|>,beyonce
I love to see you walk into the room,beyonce
"Body shining, lighting up the place",beyonce
"And when you talk, everybody stop",beyonce
'Cause they know you know just what to say,beyonce
The way that you protect your friends,beyonce
"Baby, I respect you for that",beyonce
"And when you grow, you take everyone you love along",beyonce
I love that shit,beyonce
Don't fly me away,beyonce
Don't need to buy a diamond key,beyonce
To unlock my heart,beyonce
You shelter my soul,beyonce
You're my fire when I'm cold,beyonce
I want you to know,beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
It was many years ago (Ago),beyonce
Baby when you (When you),beyonce
Stole my cool (Stole my cool),beyonce
'Cause you had me at hello (My cool) (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
I get so excited when you travel with me,beyonce
"Baby, while I'm on my grind",beyonce
And never would I ever let my hustle,beyonce
Come between me and my family time and,beyonce
You keep me humble out of this hype,beyonce
'Cause you know there's more to life,beyonce
"And if I need you, you will be here",beyonce
You will make the sacrifice,beyonce
Don't fly me away,beyonce
Don't need to buy a diamond key,beyonce
To unlock my heart,beyonce
You shelter my soul,beyonce
You're my fire when I'm cold,beyonce
I want you to know,beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
It was many years ago (Ago),beyonce
Baby when you (When you),beyonce
Stole my cool (Stole my cool),beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
"Hello (Hello, hello)",beyonce
Gotta feel you,beyonce
And be near you,beyonce
You're the air that I breathe to survive,beyonce
Gotta hold you,beyonce
Wanna show you,beyonce
That without you my sun doesn't shine,beyonce
You don't have to try so hard for me to love you,beyonce
"Boy, without you my life just ain't the same",beyonce
You don't have to try so hard for me to love you,beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
It was many yearsgo),beyonce
"Baby, wWhen you (When you)",beyonce
Stole my cool (Stole my cool),beyonce
You had me at hello (Hello),beyonce
Hello (Hello),beyonce
Hello (Hello),beyonce
It was many years ago,beyonce
"Baby, when you",beyonce
Stole my cool,beyonce
You had me at hello,beyonce
Hello,beyonce
Hello,beyonce
Hello,beyonce
<|endoftext|>,beyonce
Ring the alarm,beyonce
I've been through this too long,beyonce
But I'll be damned if I see another chick on your arm,beyonce
Don't you ring the alarm,beyonce
I've been through this too long,beyonce
But I'll be damned if I see another chick on your arm,beyonce
She gon' be rockin' chinchilla coats,beyonce
If I let you go,beyonce
Benz and the house off the coast,beyonce
If I let you go,beyonce
She gon' take everything I own,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
She gon' rock them VVS stones,beyonce
If I let you go (Coupes),beyonce
In the 'Bach carter rolls,beyonce
If I let you go,beyonce
She go profit everything I taught,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
Tell me how should I feel,beyonce
When I know what I know,beyonce
And my female intuition,beyonce
Telling me you a dog,beyonce
People told me 'bout the flames,beyonce
I couldn't see through the smoke,beyonce
"When I need answers, accusations",beyonce
What you mean you gon' choke?,beyonce
"You can't stay, you gotta go",beyonce
Ain't no other chick spending ya dough,beyonce
This is taking a toll,beyonce
The way the story unfolds,beyonce
Not the picture perfect movie everyone would've saw,beyonce
She gon' be rockin' chinchilla coats,beyonce
If I let you go,beyonce
Benz and the house off the coast,beyonce
If I let you go,beyonce
She gon' take everything I own,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
She gon' rock them VVS stones,beyonce
If I let you go (Coupes),beyonce
In the 'Bach carter rolls,beyonce
If I let you go,beyonce
She go profit everything I taught,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
Ring the alarm,beyonce
I've been through this too long,beyonce
But I'll be damned if I see another chick on your arm,beyonce
Don't you ring the alarm,beyonce
I've been through this too long,beyonce
But I'll be damned if I see another chick on your arm,beyonce
Tell me how should I feel,beyonce
When you made me belong,beyonce
And the thought of you just touching her is what I hate m,beyonce
"I don't want you, but I want it and I can't let it go",beyonce
"To know you give it to her like you gave it to me, come o",beyonce
(Oh),beyonce
He's so arrogant and bold (Oh),beyonce
"But she gon' love that shit, I know",beyonce
I done put in a call,beyonce
Time to ring the alarm,beyonce
'Cause you ain't never seen a fire like the one I'm gon',beyonce
She gon' be rockin' chinchilla coats,beyonce
If I let you go,beyonce
Benz and the house off the coast,beyonce
If I let you go,beyonce
She gon' take everything I own,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
She gon' rock them VVS stones,beyonce
If I let you go (Coupes),beyonce
In the 'Bach carter rolls,beyonce
If I let you go,beyonce
She go profit everything I taught,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
How can you look at me,beyonce
And not see all the things that I kept only just for you?,beyonce
"Why would you risk it, baby?",beyonce
Is that the price I that pay?,beyonce
But this is my show and I won't let you go,beyonce
"All it's been paid for, and it's mine",beyonce
How could you look at me,beyonce
And not see all the things?,beyonce
"(See all the things, see all the things)",beyonce
She gon' be rockin' chinchilla coats,beyonce
If I let you go,beyonce
Benz and the house off the coast,beyonce
If I let you go,beyonce
She gon' take everything I own,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
She gon' rock them VVS stones,beyonce
If I let you go (Coupes),beyonce
In the 'Bach carter rolls,beyonce
If I let you go,beyonce
She go profit everything I taught,beyonce
If I let you go,beyonce
I can't let you go,beyonce
Damned if I let you go,beyonce
<|endoftext|>,beyonce
Bass (Uh),beyonce
Hi-hat (Uh),beyonce
808 (Uh),beyonce
"Jay (UH-huh, ready, uh-Huh)",beyonce
Let's go get 'em (Uh-huh),beyonce
C'mon (C'mon),beyonce
I used to run base like Juan Pierre,beyonce
Now I run the bass hi-hat and the snare,beyonce
I used to bag girls like Birkin Bags,beyonce
"Now I bag B. (Boy, you hurtin' that)",beyonce
Brooklyn Bay where they birthed me at,beyonce
"Now be everywhere, the nerve of rap",beyonce
The audacity to have me with them curtains back,beyonce
"Me and B., she about to sting, stand back",beyonce
"Baby, seem like everywhere I go, I see you",beyonce
"From your eyes I smile, it's like I breathe you",beyonce
"Helplessly I reminisce, don't want to",beyonce
Compare nobody to you,beyonce
"Boy, I try to catch myself, but I'm outta control",beyonce
"Your sexiness is so appealing, I can't let it go",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
"Seeing, things that I know can't be, am I dreaming?",beyonce
When I saw you walkin' past me almost called your name,beyonce
Got a better glimpse and then I looked away,beyonce
Feels like I'm losing it,beyonce
"Boy, I try to catch myself, but I'm outta control",beyonce
"Your sexiness is so appealing, I can't let it go",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
"Yes, Hova's flow so unusual",beyonce
Baby girl you should already know,beyonce
"It's H-O, light up the dro",beyonce
"'Cause you gonna need help tryna study my, bounce",beyonce
"Flow, blow, what's the difference?",beyonce
One you take in vein while the other you sniffin',beyonce
"It's still dope, po-po try to convict him",beyonce
"Thats a no-go, my dough keep the scales tippin'",beyonce
"Like 4-4s, like I'm from the H-O-U-S-T-O-N",beyonce
"Blow wind, so Chicago of him",beyonce
Is he the best ever? That's the argu-a-ment,beyonce
"I don't make the list, don't be mad at me",beyonce
I just make the hits like a factory,beyonce
"I'm just one of one, nothin' after me",beyonce
"No Déjà Vu, just me and my- (OH!)",beyonce
"Baby, I can't go anywhere",beyonce
Without thinking that you're there,beyonce
"Seems like you're everywhere, it's true",beyonce
Gotta be having Deja Vu,beyonce
'Cause in my mind I want you here,beyonce
"Get on the next plane, I don't care",beyonce
Is it because I'm missin' you,beyonce
That I'm having Déjà Vu?,beyonce
"Boy, I try to catch myself, but I'm outta control",beyonce
"Your sexiness is so appealing, I can't let it go",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
Know that I can't get over you,beyonce
'Cause everything I see is you,beyonce
And I don't want no substitute,beyonce
"Baby, I swear it's Déjà Vu",beyonce
<|endoftext|>,beyonce
Something told me it was over (Yeah),beyonce
When I saw you and her talking deep,beyonce
"Something deep down in my soul said cry girl (cry, cry)",beyonce
When I saw you and that girl walking around whoo ooh,beyonce
"I would rather, I would rather go blind boy",beyonce
Then to see you walk away from me child naw naw whoo ooh,beyonce
So you see I love you so much that I don't wanna watch yo,beyonce
Most of all I just don't,beyonce
"I just don't wanna be free now whoo ooh, Woo oh",beyonce
"I was just, I was just, I was just sitting here thinking",beyonce
And your warm embrace yeah,beyonce
When a reflection in a glass that I held to my lips now b,beyonce
Revealed these tears that are on my face whoo ooh,beyonce
"And baby, and baby, baby I'd rather be blind boy",beyonce
Then to see you walk away,beyonce
Walk away from me yeah,beyonce
"And baby, baby, baby I'd rather be blind boy",beyonce
Then to see you walk away,beyonce
Walk away from me,beyonce
<|endoftext|>,beyonce
I tried to change,beyonce
Closed my mouth more,beyonce
"Tried to be soft, prettier",beyonce
Less... awake,beyonce
Fasted for 60 days,beyonce
Wore white,beyonce
Abstained from mirrors,beyonce
Abstained from sex,beyonce
Slowly did not speak another word,beyonce
And that time my hair I grew past my ankles,beyonce
I slept on a mat on the floor,beyonce
I swallowed a sword,beyonce
I levitated,beyonce
Into the basement,beyonce
Confessed my sins,beyonce
And was baptized in a river,beyonce
"Got on my knees and said, ""Amen""",beyonce
"And said, ""I mean""",beyonce
I whipped my own back,beyonce
And asked for dominion at your feet,beyonce
I threw myself into a volcano,beyonce
I drank the blood and drank the wine,beyonce
I sat alone in begged and bent at the waist for God,beyonce
I crossed myself in thought,beyonce
I saw the devil,beyonce
I grew thickened skin on my feet,beyonce
I bathed in bleach,beyonce
And plugged my menses with the pages from the holy book,beyonce
But still inside me coiled deep was the need to know,beyonce
Are you cheating?,beyonce
Are you cheating on me?,beyonce
<|endoftext|>,beyonce
You know I hate sleeping alone,beyonce
But you said that you would soon be home,beyonce
"But baby, that was a long time ago",beyonce
"I'm not feelin' it, I'm not feelin' it",beyonce
On top of you not callin' me back,beyonce
"You see, I bet you think it's all on track",beyonce
And you actin' like it's all o' that,beyonce
"I'm not feelin' it, I'm not feelin' it",beyonce
"Let's go, let's go little kitty cat",beyonce
I think it's time to go,beyonce
Let's go little kitty cat,beyonce
He don't want no mo',beyonce
Let's go little kitty cat,beyonce
Quite frankly: no more givin' it,beyonce
I'm not feelin' it,beyonce
"It's like we at two places, but different paces",beyonce
"We in trouble, but you won't meet me at the bridge",beyonce
"It hurts, it feels deserted",beyonce
Did you forget where your heart lives?,beyonce
"What about my body, body?",beyonce
"You don't want my body, body?",beyonce
Acting like I'm not nobody,beyonce
You gon' make me call somebody,beyonce
"What about my body, body?",beyonce
"What about my body, body?",beyonce
You would rather go and party,beyonce
"Somehow, somewhere I'll be naughty",beyonce
You know I hate sleeping alone,beyonce
But you said that you would soon be home,beyonce
"But baby, that was a long time ago",beyonce
"I'm not feelin' it, I'm not feelin' it",beyonce
On top of you not callin' me back,beyonce
"You see, I bet you think it's all on track",beyonce
And you actin' like it's all o' that,beyonce
"I'm not feelin' it, I'm not feelin' it",beyonce
"Let's go, let's go little kitty cat",beyonce
I think it's time to go,beyonce
